"Freq [GHz]","Phi [deg]","Theta [deg]","dB(RealizedGainPhi) []","dB(RealizedGainTheta) []"
5.3,0,70,-3.50877994559621,-1.11078721444274
5.3,0,72,-3.46486530847199,-1.49396449872177
5.3,0,74,-3.42845462404434,-1.8838099419639
5.3,0,76,-3.39871477216041,-2.27971189347162
5.3,0,78,-3.37490248717935,-2.68098124951277
5.3,0,80,-3.35636406649869,-3.08683073014212
5.3,0,82,-3.34253537511296,-3.49635009998969
5.3,0,84,-3.33294200909564,-3.90847718054788
5.3,0,86,-3.32719950719243,-4.3219648686309
5.3,0,88,-3.32501352387021,-4.73534496645095
5.3,0,90,-3.32617989969942,-5.1468905117378
5.3,0,92,-3.33058458618761,-5.55457953016369
5.3,0,94,-3.33820340231567,-5.95606473470751
5.3,0,96,-3.34910161914845,-6.34865559271522
5.3,0,98,-3.3634333870335,-6.72932113220426
5.3,0,100,-3.38144103708344,-7.09472338325568
5.3,0,102,-3.40345430489119,-7.4412916813339
5.3,0,104,-3.42988953984076,-7.7653462079598
5.3,0,106,-3.46124897812448,-8.06327415887576
5.3,0,108,-3.49812017196422,-8.33175340068346
5.3,0,110,-3.54117568202971,-8.56800718340753
5.3,0,112,-3.59117315533309,-8.77006184551271
5.3,0,114,-3.64895592789707,-8.93697131913198
5.3,0,116,-3.71545431151254,-9.06897160250372
5.3,0,118,-3.79168774858946,-9.16753734602566
5.3,0,120,-3.87876805065747,-9.23532992812317
5.3,0,122,-3.97790397736354,-9.27604698520885
5.3,0,124,-4.09040746765403,-9.29420088230821
5.3,0,126,-4.21770190831915,-9.29486304492209
5.3,0,128,-4.36133292417969,-9.28341086682338
5.3,0,130,-4.52298230856706,-9.26530605907015
5.3,0,132,-4.70448589605979,-9.24592175938959
5.3,0,134,-4.90785643140569,-9.23042436264232
5.3,0,136,-5.1353128381506,-9.2237073699449
5.3,0,138,-5.38931778108697,-9.23036943756206
5.3,0,140,-5.67262611441593,-9.2547268683118
5.3,0,142,-5.9883478154961,-9.30085108674617
5.3,0,144,-6.34003048597318,-9.37262317303011
5.3,0,146,-6.73176872425428,-9.47379950348985
5.3,0,148,-7.16835107988799,-9.60808443039327
5.3,0,150,-7.65546065338584,-9.77920741249543
5.3,0,152,-8.19995405320311,-9.99100286470691
5.3,0,154,-8.81025783918787,-10.2474909769912
5.3,0,156,-9.49694649494335,-10.5529563888306
5.3,0,158,-10.2736108384826,-10.9120179167751
5.3,0,160,-11.1582105836061,-11.3296744832935
5.3,0,162,-12.1752745046017,-11.811295797023
5.3,0,164,-13.3596757449522,-12.3624926112485
5.3,0,166,-14.7635604183495,-12.9887331210828
5.3,0,168,-16.4702228245718,-13.6944348153352
5.3,0,170,-18.6253798585111,-14.4809919900346
5.3,0,172,-21.5207680633212,-15.3427088510243
5.3,0,174,-25.8871188386383,-16.2588919447064
5.3,0,176,-34.5456993010726,-17.1800834922998
5.3,0,178,-34.496385173901,-18.0098036981949
5.3,0,180,-25.9518101525697,-18.5976132344569
5.3,90.0000000000002,-180,-18.597613234457,-25.9518101525696
5.3,90.0000000000002,-178,-18.2347678400213,-27.0927130949
5.3,90.0000000000002,-176,-17.797531533217,-28.4096843206675
5.3,90.0000000000002,-174,-17.3029096587061,-29.9433840353148
5.3,90.0000000000002,-172,-16.7660183654485,-31.7428756674944
5.3,90.0000000000002,-170,-16.1995064508383,-33.8461554608495
5.3,90.0000000000002,-168,-15.613541150129,-36.1766944084037
5.3,90.0000000000002,-166,-15.0160930890273,-38.1703792914877
5.3,90.0000000000002,-164,-14.4133269176181,-38.509077009935
5.3,90.0000000000002,-162,-13.8099862355686,-36.9895421977795
5.3,90.0000000000002,-160,-13.2097228757192,-34.9312473197179
5.3,90.0000000000002,-158,-12.6153573058777,-33.0500340346529
5.3,90.0000000000002,-156,-12.0290749904541,-31.4719784144745
5.3,90.0000000000002,-154,-11.4525703476379,-30.16733623859
5.3,90.0000000000002,-152,-10.8871508886741,-29.0862290196257
5.3,90.0000000000002,-150,-10.3338125501456,-28.1858524872375
5.3,90.0000000000002,-148,-9.7932948947016,-27.4332028995607
5.3,90.0000000000002,-146,-9.26612258503234,-26.8032889846366
5.3,90.0000000000002,-144,-8.75263764405244,-26.2770527370386
5.3,90.0000000000002,-142,-8.25302556507094,-25.8397402702236
5.3,90.0000000000002,-140,-7.76733728571942,-25.4797303221122
5.3,90.0000000000002,-138,-7.29550831011402,-25.187707800623
5.3,90.0000000000002,-136,-6.83737577503114,-24.9560788238993
5.3,90.0000000000002,-134,-6.39269393924541,-24.7785516268888
5.3,90.0000000000002,-132,-5.96114837701828,-24.6498314619369
5.3,90.0000000000002,-130,-5.54236903746901,-24.5653944913108
5.3,90.0000000000002,-128,-5.13594226318455,-24.5213170347135
5.3,90.0000000000002,-126,-4.74142182474419,-24.5141440979299
5.3,90.0000000000002,-124,-4.35833901010121,-24.5407861690935
5.3,90.0000000000002,-122,-3.98621180074913,-24.5984367086451
5.3,90.0000000000002,-120,-3.62455316515497,-24.6845051540239
5.3,90.0000000000002,-118,-3.27287850096939,-24.7965619827197
5.3,90.0000000000002,-116,-2.93071225925502,-24.9322936671188
5.3,90.0000000000002,-114,-2.59759378548978,-25.0894663638369
5.3,90.0000000000002,-112,-2.27308241300754,-25.265898000833
5.3,90.0000000000002,-110,-1.95676184475755,-25.4594391041448
5.3,90.0000000000002,-108,-1.64824385889613,-25.6679632517388
5.3,90.0000000000002,-106,-1.34717137295926,-25.8893684310307
5.3,90.0000000000002,-104,-1.05322090041584,-26.1215907575426
5.3,90.0000000000002,-102,-0.766104432468637,-26.3626319150352
5.3,90.0000000000002,-100,-0.485570777205843,-26.6106012314612
5.3,90.0000000000002,-98,-0.211406387705773,-26.8637724660061
5.3,90.0000000000002,-96,0.0565642895181616,-27.1206541678777
5.3,90.0000000000002,-94,0.318478914315934,-27.3800709916436
5.3,90.0000000000002,-92,0.57443776935697,-27.6412518472486
5.3,90.0000000000002,-90,0.824504661489539,-27.9039195582443
5.3,90.0000000000002,-88,1.06870817624712,-28.1683761753758
5.3,90.0000000000002,-86,1.3070432540731,-28.4355785638487
5.3,90.0000000000002,-84,1.53947305763195,-28.7072005011512
5.3,90.0000000000002,-82,1.76593110093798,-28.9856801883849
5.3,90.0000000000002,-80,1.98632361300215,-29.274255436914
5.3,90.0000000000002,-78,2.20053211125178,-29.5769923152789
5.3,90.0000000000002,-76,2.40841616302755,-29.8988161577464
5.3,90.0000000000002,-74,2.60981631686658,-30.245556032641
5.3,90.0000000000002,-72,2.80455718884487,-30.6240145491528
5.3,90.0000000000002,-70,2.99245069275957,-31.0420734287498
5.3,90.0000000000002,-68,3.17329940614142,-31.5088395213132
5.3,90.0000000000002,-66,3.34690006676522,-32.0348203553586
5.3,90.0000000000002,-64,3.51304719624474,-32.6320782489476
5.3,90.0000000000002,-62,3.6715368482494,-33.3142093410567
5.3,90.0000000000002,-60,3.82217047867558,-34.0957289313936
5.3,90.0000000000002,-58,3.9647589335708,-34.9897574197557
5.3,90.0000000000002,-56,4.09912654757924,-36.0011472457571
5.3,90.0000000000002,-54,4.22511534098112,-37.1080934402815
5.3,90.0000000000002,-52,4.34258929685647,-38.2187655109736
5.3,90.0000000000002,-50,4.45143869131595,-39.0980930877013
5.3,90.0000000000002,-48,4.55158443889866,-39.3578267717173
5.3,90.0000000000002,-46,4.64298240193523,-38.7322398911367
5.3,90.0000000000002,-44,4.72562759675611,-37.3989436572201
5.3,90.0000000000002,-42,4.79955821103517,-35.7561879151366
5.3,90.0000000000002,-40,4.86485932543274,-34.0821457725019
5.3,90.0000000000002,-38,4.92166620947643,-32.4964224153458
5.3,90.0000000000002,-36,4.97016703715432,-31.0336139593304
5.3,90.0000000000002,-34,5.01060484342567,-29.6945337684004
5.3,90.0000000000002,-32,5.04327852090179,-28.4690029710609
5.3,90.0000000000002,-30,5.06854263921655,-27.3445643242972
5.3,90.0000000000002,-28,5.08680586177198,-26.3094931657205
5.3,90.0000000000002,-26,5.0985277399378,-25.3536495589272
5.3,90.0000000000002,-24,5.10421368806347,-24.4685525892474
5.3,90.0000000000002,-22,5.10440798827062,-23.6472016800684
5.3,90.0000000000002,-20,5.09968474537946,-22.8838401218073
5.3,90.0000000000002,-18,5.09063681095073,-22.1737294215575
5.3,90.0000000000002,-16,5.07786281970869,-21.5129548043712
5.3,90.0000000000002,-14,5.0619526259694,-20.8982643683381
5.3,90.0000000000002,-12,5.04347158199183,-20.3269384281344
5.3,90.0000000000002,-10,5.02294424985516,-19.796684151725
5.3,90.0000000000002,-8,5.00083826569363,-19.3055507961415
5.3,90.0000000000002,-6,4.97754916088414,-18.8518615381117
5.3,90.0000000000002,-4,4.95338697192963,-18.4341586426685
5.3,90.0000000000002,-2,4.92856542741403,-18.0511593726982
5.3,90.0000000000002,0,4.90319438292049,-17.7017205816939
5.3,90.0000000000002,2,4.87727598974783,-17.3848103582166
5.3,90.0000000000002,4,4.85070484733713,-17.0994854229637
5.3,90.0000000000002,6,4.82327212730109,-16.8448732378176
5.3,90.0000000000002,8,4.79467339780051,-16.6201579877937
5.3,90.0000000000002,10,4.76451964905749,-16.4245697547644
5.3,90.0000000000002,12,4.73235084705407,-16.2573763262516
5.3,90.0000000000002,14,4.69765123720565,-16.1178771808707
5.3,90.0000000000002,16,4.65986558703546,-16.0053992696
5.3,90.0000000000002,18,4.61841559092266,-15.919294272965
5.3,90.0000000000002,20,4.57271574771527,-15.8589370614739
5.3,90.0000000000002,22,4.52218814598655,-15.8237251225414
5.3,90.0000000000002,24,4.46627573361928,-15.8130787435511
5.3,90.0000000000002,26,4.4044537916862,-15.8264417590917
5.3,90.0000000000002,28,4.33623946434628,-15.8632826819353
5.3,90.0000000000002,30,4.26119930819604,-15.9230960428216
5.3,90.0000000000002,32,4.17895491202028,-16.0054037640191
5.3,90.0000000000002,34,4.08918670060787,-16.1097563858782
5.3,90.0000000000002,36,3.99163607628659,-16.2357339534953
5.3,90.0000000000002,38,3.88610607271649,-16.3829463506698
5.3,90.0000000000002,40,3.7724607015718,-16.5510328381069
5.3,90.0000000000002,42,3.6506231683392,-16.739660508611
5.3,90.0000000000002,44,3.52057312241604,-16.948521308722
5.3,90.0000000000002,46,3.38234309217548,-17.1773271870349
5.3,90.0000000000002,48,3.23601424009235,-17.4258028054732
5.3,90.0000000000002,50,3.08171155809445,-17.6936750800016
5.3,90.0000000000002,52,2.91959861010201,-17.9806585883248
5.3,90.0000000000002,54,2.74987191782742,-18.2864355788444
5.3,90.0000000000002,56,2.5727550775316,-18.6106289220113
5.3,90.0000000000002,58,2.3884926894964,-18.9527658500411
5.3,90.0000000000002,60,2.19734417819832,-19.3122297327324
5.3,90.0000000000002,62,1.99957757914262,-19.6881964614134
5.3,90.0000000000002,64,1.7954633675263,-20.0795513403548
5.3,90.0000000000002,66,1.58526840376945,-20.4847819000878
5.3,90.0000000000002,68,1.36925007088093,-20.9018421183744
5.3,90.0000000000002,70,1.14765067799679,-21.3279848295124
5.3,90.0000000000002,72,0.920692202674327,-21.7595627252843
5.3,90.0000000000002,74,0.688571441137443,-22.1918059338764
5.3,90.0000000000002,76,0.451455630262129,-22.618597725756
5.3,90.0000000000002,78,0.209478597430452,-23.0322910784735
5.3,90.0000000000002,80,-0.0372625155790056,-23.4236369271486
5.3,90.0000000000002,82,-0.288709920593836,-23.7819233168371
5.3,90.0000000000002,84,-0.544847222732814,-24.0954367298927
5.3,90.0000000000002,86,-0.805700826613849,-24.3523257690637
5.3,90.0000000000002,88,-1.07134071943981,-24.5418479744344
5.3,90.0000000000002,90,-1.34188065646233,-24.6558175684109
5.3,90.0000000000002,92,-1.6174777882311,-24.6899087283177
5.3,90.0000000000002,94,-1.8983317808722,-24.644415630221
5.3,90.0000000000002,96,-2.18468348967411,-24.5242056387577
5.3,90.0000000000002,98,-2.47681325192155,-24.3378833002367
5.3,90.0000000000002,100,-2.77503886683086,-24.0964538253959
5.3,90.0000000000002,102,-3.07971332844176,-23.8118875133327
5.3,90.0000000000002,104,-3.39122237144651,-23.4959149711496
5.3,90.0000000000002,106,-3.70998188039372,-23.1592146308055
5.3,90.0000000000002,108,-4.03643519980588,-22.8109964550375
5.3,90.0000000000002,110,-4.37105036684826,-22.4588948745199
5.3,90.0000000000002,112,-4.7143172695709,-22.1090594269559
5.3,90.0000000000002,114,-5.06674471252884,-21.7663467598264
5.3,90.0000000000002,116,-5.42885734757347,-21.4345466728423
5.3,90.0000000000002,118,-5.80119240013085,-21.116602388618
5.3,90.0000000000002,120,-6.1842960890089,-20.8148055375478
5.3,90.0000000000002,122,-6.57871959845737,-20.5309591395715
5.3,90.0000000000002,124,-6.98501441137792,-20.2665089173291
5.3,90.0000000000002,126,-7.40372674714989,-20.0226465787214
5.3,90.0000000000002,128,-7.83539075924122,-19.8003898335978
5.3,90.0000000000002,130,-8.28052002647331,-19.6006439060429
5.3,90.0000000000002,132,-8.73959670353856,-19.4242487966771
5.3,90.0000000000002,134,-9.21305746212783,-19.2720158811181
5.3,90.0000000000002,136,-9.70127502829422,-19.1447567717167
5.3,90.0000000000002,138,-10.204533670861,-19.0433067938103
5.3,90.0000000000002,140,-10.7229963769225,-18.9685449590121
5.3,90.0000000000002,142,-11.256660612236,-18.9214119572304
5.3,90.0000000000002,144,-11.8052984514008,-18.9029274282774
5.3,90.0000000000002,146,-12.3683754321092,-18.9142076040129
5.3,90.0000000000002,148,-12.9449407464459,-18.9564843266478
5.3,90.0000000000002,150,-13.5334794692975,-19.0311264464882
5.3,90.0000000000002,152,-14.131715872885,-19.1396646876677
5.3,90.0000000000002,154,-14.736356510276,-19.2838212558113
5.3,90.0000000000002,156,-15.3427647608046,-19.4655457700107
5.3,90.0000000000002,158,-15.9445687108478,-19.6870595703866
5.3,90.0000000000002,160,-16.5332275581176,-19.9509111403847
5.3,90.0000000000002,162,-17.0976255343082,-20.2600463801867
5.3,90.0000000000002,164,-17.623830975855,-20.6178989136844
5.3,90.0000000000002,166,-18.0952415313475,-21.0285077225284
5.3,90.0000000000002,168,-18.493391585693,-21.4966725134089
5.3,90.0000000000002,170,-18.7996382275845,-22.0281618635005
5.3,90.0000000000002,172,-18.9976736138932,-22.6299961638986
5.3,90.0000000000002,174,-19.0763491750073,-23.3108379021745
5.3,90.0000000000002,176,-19.0318855490177,-24.0815375352329
5.3,90.0000000000002,178,-18.8685659009492,-24.9559056725364
5.3,90.0000000000002,180,-18.597613234457,-25.9518101525696
